Time INa IKr IKs Ito1 IK1 IKp INaCa INaK IpCa ICab INab ICa JDHPR Jup Jtrpn Jtr Jxfer IKv43 IKv14 IKv14_K IKv14_Na Ito2 Istim Itot 
7.944 -3.8579e-09 -5.06155e-07 -7.50111e-09 -1.34938e-08 -2.68948 -2.5449e-10 -0.107793 0.123371 0.00564728 -0.0583916 -0.169854 0 -0 2.70716e-06 -6.43052e-06 1.66363e-06 4.25663e-09 -0 -1.34938e-08 -3.09449e-09 -1.03993e-08 -0 0 -2.8965 
7.945 -3.8579e-09 -5.06152e-07 -7.498e-09 -1.34987e-08 -2.68946 -2.54489e-10 -0.107722 0.123371 0.00564476 -0.0583934 -0.169854 0 -0 2.68326e-06 -6.40853e-06 1.64912e-06 4.23541e-09 -0 -1.34987e-08 -3.09559e-09 -1.04031e-08 -0.00525874 0 -2.90168 
7.946 -3.8579e-09 -5.06149e-07 -7.49494e-09 -1.35035e-08 -2.68944 -2.54487e-10 -0.107652 0.123371 0.00564224 -0.0583953 -0.169854 0 -0 2.65949e-06 -6.38664e-06 1.6347e-06 4.21433e-09 -0 -1.35035e-08 -3.0967e-09 -1.04068e-08 -0 0 -2.89633 
7.947 -3.8579e-09 -5.06146e-07 -7.49192e-09 -1.35084e-08 -2.68943 -2.54486e-10 -0.107582 0.123371 0.00563974 -0.0583971 -0.169854 0 -0 2.63583e-06 -6.36486e-06 1.62038e-06 4.19338e-09 -0 -1.35084e-08 -3.09779e-09 -1.04106e-08 -0 0 -2.89625 
7.948 -3.8579e-09 -5.06143e-07 -7.48894e-09 -1.35132e-08 -2.68941 -2.54484e-10 -0.107512 0.123371 0.00563725 -0.058399 -0.169854 0 -0 2.61229e-06 -6.34317e-06 1.60614e-06 4.17256e-09 -0 -1.35132e-08 -3.09889e-09 -1.04143e-08 -0.00525874 0 -2.90142 
7.949 -3.8579e-09 -5.0614e-07 -7.48601e-09 -1.3518e-08 -2.68939 -2.54483e-10 -0.107443 0.123371 0.00563477 -0.0584008 -0.169854 0 -0 2.58886e-06 -6.32158e-06 1.59199e-06 4.15187e-09 -0 -1.3518e-08 -3.09998e-09 -1.0418e-08 -0 0 -2.89608 
7.95 -3.8579e-09 -5.06137e-07 -7.48312e-09 -1.35228e-08 -2.68937 -2.54481e-10 -0.107374 0.123371 0.00563231 -0.0584026 -0.169854 0 -0 2.56554e-06 -6.30009e-06 1.57792e-06 4.1313e-09 -0 -1.35228e-08 -3.10107e-09 -1.04217e-08 -0 0 -2.896 
7.951 -3.8579e-09 -5.06134e-07 -7.48027e-09 -1.35276e-08 -2.68935 -2.5448e-10 -0.107305 0.123371 0.00562985 -0.0584045 -0.169854 0 -0 2.54234e-06 -6.2787e-06 1.56394e-06 4.11086e-09 -0 -1.35276e-08 -3.10215e-09 -1.04254e-08 -0 0 -2.89591 
7.952 -3.8579e-09 -5.06131e-07 -7.47746e-09 -1.35323e-08 -2.68933 -2.54478e-10 -0.107237 0.123371 0.00562741 -0.0584063 -0.169854 0 -0 2.51926e-06 -6.25741e-06 1.55003e-06 4.09054e-09 -0 -1.35323e-08 -3.10323e-09 -1.04291e-08 -0 0 -2.89583 
7.953 -3.8579e-09 -5.06128e-07 -7.4747e-09 -1.35371e-08 -2.68932 -2.54477e-10 -0.107169 0.123371 0.00562498 -0.0584081 -0.169854 0 -0 2.49628e-06 -6.23621e-06 1.53621e-06 4.07034e-09 -0 -1.35371e-08 -3.10431e-09 -1.04328e-08 -0.0157762 0 -2.91153 
7.954 -3.8579e-09 -5.06125e-07 -7.47197e-09 -1.35418e-08 -2.6893 -2.54475e-10 -0.107101 0.123371 0.00562256 -0.0584099 -0.169854 0 -0 2.47342e-06 -6.21512e-06 1.52245e-06 4.05026e-09 -0 -1.35418e-08 -3.10538e-09 -1.04365e-08 -0 0 -2.89567 
7.955 -3.8579e-09 -5.06122e-07 -7.46929e-09 -1.35466e-08 -2.68928 -2.54474e-10 -0.107034 0.123372 0.00562015 -0.0584117 -0.169854 0 -0 2.45067e-06 -6.19412e-06 1.50878e-06 4.03029e-09 -0 -1.35466e-08 -3.10645e-09 -1.04401e-08 -0 0 -2.89559 
7.956 -3.8579e-09 -5.06119e-07 -7.46664e-09 -1.35513e-08 -2.68926 -2.54472e-10 -0.106967 0.123372 0.00561776 -0.0584134 -0.169854 0 -0 2.42803e-06 -6.17322e-06 1.49518e-06 4.01045e-09 -0 -1.35513e-08 -3.10752e-09 -1.04438e-08 -0.00525874 0 -2.90076 
7.957 -3.8579e-09 -5.06116e-07 -7.46403e-09 -1.3556e-08 -2.68924 -2.54471e-10 -0.1069 0.123372 0.00561537 -0.0584152 -0.169854 0 -0 2.4055e-06 -6.15242e-06 1.48165e-06 3.99071e-09 -0 -1.3556e-08 -3.10858e-09 -1.04474e-08 -0 0 -2.89542 
7.958 -3.8579e-09 -5.06113e-07 -7.46146e-09 -1.35606e-08 -2.68922 -2.54469e-10 -0.106834 0.123372 0.005613 -0.058417 -0.169854 0 -0 2.38309e-06 -6.13171e-06 1.46819e-06 3.9711e-09 -0 -1.35606e-08 -3.10965e-09 -1.0451e-08 -0.00525874 0 -2.9006 
7.959 -3.85789e-09 -5.0611e-07 -7.45892e-09 -1.35653e-08 -2.6892 -2.54468e-10 -0.106768 0.123372 0.00561064 -0.0584187 -0.169854 0 -0 2.36078e-06 -6.1111e-06 1.45481e-06 3.95159e-09 -0 -1.35653e-08 -3.1107e-09 -1.04546e-08 -0.0105175 0 -2.90578 
7.96 -3.85789e-09 -5.06107e-07 -7.45643e-09 -1.357e-08 -2.68919 -2.54466e-10 -0.106703 0.123372 0.00560828 -0.0584205 -0.169854 0 -0 2.33858e-06 -6.09058e-06 1.44149e-06 3.9322e-09 -0 -1.357e-08 -3.11176e-09 -1.04582e-08 -0.00525874 0 -2.90044 
7.961 -3.85789e-09 -5.06104e-07 -7.45396e-09 -1.35746e-08 -2.68917 -2.54465e-10 -0.106637 0.123372 0.00560594 -0.0584222 -0.169854 0 -0 2.31648e-06 -6.07016e-06 1.42824e-06 3.91292e-09 -0 -1.35746e-08 -3.11281e-09 -1.04618e-08 -0.00525874 0 -2.90036 
7.962 -3.85789e-09 -5.06101e-07 -7.45154e-09 -1.35792e-08 -2.68915 -2.54463e-10 -0.106572 0.123372 0.00560362 -0.0584239 -0.169854 0 -0 2.2945e-06 -6.04984e-06 1.41506e-06 3.89375e-09 -0 -1.35792e-08 -3.11386e-09 -1.04654e-08 -0.0105175 0 -2.90554 
7.963 -3.85789e-09 -5.06098e-07 -7.44915e-09 -1.35838e-08 -2.68913 -2.54462e-10 -0.106508 0.123372 0.0056013 -0.0584256 -0.169854 0 -0 2.27262e-06 -6.0296e-06 1.40195e-06 3.87469e-09 -0 -1.35838e-08 -3.1149e-09 -1.04689e-08 -0.00525874 0 -2.9002 
7.964 -3.85789e-09 -5.06095e-07 -7.44679e-09 -1.35884e-08 -2.68911 -2.5446e-10 -0.106443 0.123372 0.00559899 -0.0584274 -0.169854 0 -0 2.25085e-06 -6.00947e-06 1.38891e-06 3.85574e-09 -0 -1.35884e-08 -3.11594e-09 -1.04725e-08 -0.0105175 0 -2.90538 
7.965 -3.85789e-09 -5.06092e-07 -7.44447e-09 -1.3593e-08 -2.68909 -2.54459e-10 -0.106379 0.123372 0.0055967 -0.0584291 -0.169854 0 -0 2.22919e-06 -5.98942e-06 1.37593e-06 3.8369e-09 -0 -1.3593e-08 -3.11698e-09 -1.0476e-08 -0.0105175 0 -2.9053 
7.966 -3.85789e-09 -5.06089e-07 -7.44218e-09 -1.35976e-08 -2.68907 -2.54457e-10 -0.106316 0.123372 0.00559441 -0.0584308 -0.169854 0 -0 2.20763e-06 -5.96947e-06 1.36302e-06 3.81817e-09 -0 -1.35976e-08 -3.11802e-09 -1.04796e-08 -0.0105175 0 -2.90523 
7.967 -3.85789e-09 -5.06086e-07 -7.43992e-09 -1.36022e-08 -2.68906 -2.54456e-10 -0.106252 0.123372 0.00559214 -0.0584325 -0.169853 0 -0 2.18618e-06 -5.94961e-06 1.35017e-06 3.79954e-09 -0 -1.36022e-08 -3.11905e-09 -1.04831e-08 -0.00525874 0 -2.89989 
7.968 -3.85789e-09 -5.06083e-07 -7.4377e-09 -1.36067e-08 -2.68904 -2.54454e-10 -0.106189 0.123372 0.00558987 -0.0584341 -0.169853 0 -0 2.16483e-06 -5.92985e-06 1.33738e-06 3.78103e-09 -0 -1.36067e-08 -3.12008e-09 -1.04866e-08 -0.00525874 0 -2.89981 
7.969 -3.85789e-09 -5.0608e-07 -7.43551e-09 -1.36112e-08 -2.68902 -2.54453e-10 -0.106126 0.123372 0.00558762 -0.0584358 -0.169853 0 -0 2.14358e-06 -5.91017e-06 1.32467e-06 3.76261e-09 -0 -1.36112e-08 -3.1211e-09 -1.04901e-08 -0 0 -2.89448 
7.97 -3.85789e-09 -5.06077e-07 -7.43335e-09 -1.36157e-08 -2.689 -2.54451e-10 -0.106064 0.123373 0.00558538 -0.0584375 -0.169853 0 -0 2.12244e-06 -5.89059e-06 1.31201e-06 3.74431e-09 -0 -1.36157e-08 -3.12213e-09 -1.04936e-08 -0 0 -2.8944 
7.971 -3.85789e-09 -5.06074e-07 -7.43122e-09 -1.36202e-08 -2.68898 -2.5445e-10 -0.106002 0.123373 0.00558315 -0.0584392 -0.169853 0 -0 2.1014e-06 -5.87109e-06 1.29942e-06 3.7261e-09 -0 -1.36202e-08 -3.12315e-09 -1.04971e-08 -0.00525874 0 -2.89958 
7.972 -3.85789e-09 -5.06071e-07 -7.42913e-09 -1.36247e-08 -2.68896 -2.54448e-10 -0.10594 0.123373 0.00558093 -0.0584408 -0.169853 0 -0 2.08046e-06 -5.85169e-06 1.28689e-06 3.708e-09 -0 -1.36247e-08 -3.12416e-09 -1.05006e-08 -0 0 -2.89425 
7.973 -3.85789e-09 -5.06068e-07 -7.42706e-09 -1.36292e-08 -2.68895 -2.54447e-10 -0.105878 0.123373 0.00557872 -0.0584425 -0.169853 0 -0 2.05962e-06 -5.83237e-06 1.27442e-06 3.69001e-09 -0 -1.36292e-08 -3.12518e-09 -1.0504e-08 -0.00525874 0 -2.89943 
7.974 -3.85789e-09 -5.06065e-07 -7.42502e-09 -1.36337e-08 -2.68893 -2.54445e-10 -0.105817 0.123373 0.00557652 -0.0584441 -0.169853 0 -0 2.03889e-06 -5.81315e-06 1.26201e-06 3.67212e-09 -0 -1.36337e-08 -3.12619e-09 -1.05075e-08 -0.00525874 0 -2.89935 
7.975 -3.85789e-09 -5.06062e-07 -7.42301e-09 -1.36381e-08 -2.68891 -2.54444e-10 -0.105756 0.123373 0.00557433 -0.0584457 -0.169853 0 -0 2.01826e-06 -5.79401e-06 1.24967e-06 3.65433e-09 -0 -1.36381e-08 -3.12719e-09 -1.05109e-08 -0.00525874 0 -2.89928 
7.976 -3.85789e-09 -5.06059e-07 -7.42104e-09 -1.36425e-08 -2.68889 -2.54442e-10 -0.105696 0.123373 0.00557215 -0.0584474 -0.169853 0 -0 1.99772e-06 -5.77497e-06 1.23739e-06 3.63664e-09 -0 -1.36425e-08 -3.1282e-09 -1.05143e-08 -0.00525874 0 -2.8992 
7.977 -3.85789e-09 -5.06056e-07 -7.41908e-09 -1.3647e-08 -2.68887 -2.54441e-10 -0.105635 0.123373 0.00556998 -0.058449 -0.169853 0 -0 1.97729e-06 -5.75601e-06 1.22516e-06 3.61905e-09 -0 -1.3647e-08 -3.1292e-09 -1.05178e-08 -0.00525874 0 -2.89913 
7.978 -3.85789e-09 -5.06053e-07 -7.41716e-09 -1.36514e-08 -2.68885 -2.54439e-10 -0.105575 0.123373 0.00556782 -0.0584506 -0.169853 0 -0 1.95695e-06 -5.73714e-06 1.213e-06 3.60157e-09 -0 -1.36514e-08 -3.1302e-09 -1.05212e-08 -0 0 -2.89379 
7.979 -3.85789e-09 -5.0605e-07 -7.41527e-09 -1.36558e-08 -2.68883 -2.54438e-10 -0.105515 0.123373 0.00556567 -0.0584522 -0.169853 0 -0 1.93672e-06 -5.71835e-06 1.2009e-06 3.58418e-09 -0 -1.36558e-08 -3.13119e-09 -1.05246e-08 -0 0 -2.89372 
7.98 -3.85789e-09 -5.06048e-07 -7.4134e-09 -1.36601e-08 -2.68882 -2.54436e-10 -0.105456 0.123373 0.00556353 -0.0584538 -0.169853 0 -0 1.91658e-06 -5.69965e-06 1.18886e-06 3.56689e-09 -0 -1.36601e-08 -3.13218e-09 -1.0528e-08 -0.0105175 0 -2.90416 
7.981 -3.85789e-09 -5.06045e-07 -7.41156e-09 -1.36645e-08 -2.6888 -2.54435e-10 -0.105397 0.123373 0.0055614 -0.0584554 -0.169853 0 -0 1.89654e-06 -5.68104e-06 1.17687e-06 3.5497e-09 -0 -1.36645e-08 -3.13317e-09 -1.05313e-08 -0.00525874 0 -2.89883 
7.982 -3.85788e-09 -5.06042e-07 -7.40975e-09 -1.36689e-08 -2.68878 -2.54433e-10 -0.105338 0.123373 0.00555929 -0.058457 -0.169853 0 -0 1.8766e-06 -5.66251e-06 1.16495e-06 3.53261e-09 -0 -1.36689e-08 -3.13416e-09 -1.05347e-08 -0.0105175 0 -2.90401 
7.983 -3.85788e-09 -5.06039e-07 -7.40796e-09 -1.36732e-08 -2.68876 -2.54432e-10 -0.105279 0.123373 0.00555718 -0.0584585 -0.169853 0 -0 1.85675e-06 -5.64407e-06 1.15308e-06 3.51562e-09 -0 -1.36732e-08 -3.13514e-09 -1.05381e-08 -0 0 -2.89342 
7.984 -3.85788e-09 -5.06036e-07 -7.4062e-09 -1.36775e-08 -2.68874 -2.5443e-10 -0.105221 0.123373 0.00555508 -0.0584601 -0.169853 0 -0 1.837e-06 -5.62572e-06 1.14127e-06 3.49872e-09 -0 -1.36775e-08 -3.13612e-09 -1.05414e-08 -0.0105175 0 -2.90387 
7.985 -3.85788e-09 -5.06033e-07 -7.40446e-09 -1.36818e-08 -2.68872 -2.54429e-10 -0.105163 0.123374 0.00555299 -0.0584617 -0.169853 0 -0 1.81734e-06 -5.60744e-06 1.12952e-06 3.48192e-09 -0 -1.36818e-08 -3.1371e-09 -1.05447e-08 -0 0 -2.89328 
7.986 -3.85788e-09 -5.0603e-07 -7.40275e-09 -1.36861e-08 -2.68871 -2.54427e-10 -0.105105 0.123374 0.00555091 -0.0584632 -0.169853 0 -0 1.79778e-06 -5.58926e-06 1.11783e-06 3.46522e-09 -0 -1.36861e-08 -3.13807e-09 -1.05481e-08 -0 0 -2.8932 
7.987 -3.85788e-09 -5.06027e-07 -7.40106e-09 -1.36904e-08 -2.68869 -2.54426e-10 -0.105048 0.123374 0.00554884 -0.0584648 -0.169853 0 -0 1.77832e-06 -5.57115e-06 1.10619e-06 3.44861e-09 -0 -1.36904e-08 -3.13904e-09 -1.05514e-08 -0 0 -2.89313 
7.988 -3.85788e-09 -5.06024e-07 -7.3994e-09 -1.36947e-08 -2.68867 -2.54424e-10 -0.10499 0.123374 0.00554678 -0.0584663 -0.169853 0 -0 1.75895e-06 -5.55313e-06 1.09461e-06 3.4321e-09 -0 -1.36947e-08 -3.14001e-09 -1.05547e-08 -0.0105175 0 -2.90358 
7.989 -3.85788e-09 -5.06021e-07 -7.39776e-09 -1.3699e-08 -2.68865 -2.54423e-10 -0.104933 0.123374 0.00554473 -0.0584679 -0.169853 0 -0 1.73967e-06 -5.53519e-06 1.08309e-06 3.41568e-09 -0 -1.3699e-08 -3.14097e-09 -1.0558e-08 -0 0 -2.89299 
7.99 -3.85788e-09 -5.06018e-07 -7.39614e-09 -1.37032e-08 -2.68863 -2.54421e-10 -0.104877 0.123374 0.00554269 -0.0584694 -0.169853 0 -0 1.72048e-06 -5.51733e-06 1.07162e-06 3.39935e-09 -0 -1.37032e-08 -3.14193e-09 -1.05613e-08 -0 0 -2.89291 
7.991 -3.85788e-09 -5.06015e-07 -7.39455e-09 -1.37075e-08 -2.68861 -2.5442e-10 -0.10482 0.123374 0.00554066 -0.0584709 -0.169853 0 -0 1.70139e-06 -5.49956e-06 1.06021e-06 3.38312e-09 -0 -1.37075e-08 -3.14289e-09 -1.05646e-08 -0 0 -2.89284 
7.992 -3.85788e-09 -5.06012e-07 -7.39298e-09 -1.37117e-08 -2.68859 -2.54418e-10 -0.104764 0.123374 0.00553863 -0.0584724 -0.169853 0 -0 1.68239e-06 -5.48187e-06 1.04885e-06 3.36698e-09 -0 -1.37117e-08 -3.14385e-09 -1.05678e-08 -0 0 -2.89277 
7.993 -3.85788e-09 -5.06009e-07 -7.39143e-09 -1.37159e-08 -2.68858 -2.54417e-10 -0.104708 0.123374 0.00553662 -0.0584739 -0.169853 0 -0 1.66348e-06 -5.46425e-06 1.03755e-06 3.35093e-09 -0 -1.37159e-08 -3.1448e-09 -1.05711e-08 -0 0 -2.8927 
7.994 -3.85788e-09 -5.06006e-07 -7.38991e-09 -1.37201e-08 -2.68856 -2.54415e-10 -0.104653 0.123374 0.00553462 -0.0584754 -0.169853 0 -0 1.64467e-06 -5.44672e-06 1.02631e-06 3.33497e-09 -0 -1.37201e-08 -3.14575e-09 -1.05743e-08 -0.00525874 0 -2.89789 
7.995 -3.85788e-09 -5.06003e-07 -7.38841e-09 -1.37243e-08 -2.68854 -2.54414e-10 -0.104597 0.123374 0.00553262 -0.0584769 -0.169853 0 -0 1.62594e-06 -5.42927e-06 1.01512e-06 3.31911e-09 -0 -1.37243e-08 -3.1467e-09 -1.05776e-08 -0.00525874 0 -2.89782 
7.996 -3.85788e-09 -5.06e-07 -7.38693e-09 -1.37284e-08 -2.68852 -2.54412e-10 -0.104542 0.123374 0.00553064 -0.0584784 -0.169853 0 -0 1.6073e-06 -5.4119e-06 1.00398e-06 3.30333e-09 -0 -1.37284e-08 -3.14764e-09 -1.05808e-08 -0 0 -2.89249 
7.997 -3.85788e-09 -5.05997e-07 -7.38547e-09 -1.37326e-08 -2.6885 -2.54411e-10 -0.104488 0.123374 0.00552866 -0.0584799 -0.169853 0 -0 1.58876e-06 -5.39461e-06 9.92901e-07 3.28765e-09 -0 -1.37326e-08 -3.14858e-09 -1.0584e-08 -0.00525874 0 -2.89768 
7.998 -3.85788e-09 -5.05994e-07 -7.38403e-09 -1.37368e-08 -2.68848 -2.54409e-10 -0.104433 0.123374 0.0055267 -0.0584814 -0.169853 0 -0 1.5703e-06 -5.37739e-06 9.81873e-07 3.27205e-09 -0 -1.37368e-08 -3.14952e-09 -1.05872e-08 -0.00525874 0 -2.89761 
7.999 -3.85788e-09 -5.05991e-07 -7.38261e-09 -1.37409e-08 -2.68847 -2.54408e-10 -0.104379 0.123374 0.00552474 -0.0584829 -0.169853 0 -0 1.55193e-06 -5.36026e-06 9.70899e-07 3.25654e-09 -0 -1.37409e-08 -3.15046e-09 -1.05904e-08 -0 0 -2.89228 
8 -3.85788e-09 -5.05988e-07 -7.38121e-09 -1.3745e-08 -2.68845 -2.54406e-10 -0.104325 0.123374 0.00552279 -0.0584843 -0.169853 0 -0 1.53365e-06 -5.3432e-06 9.59978e-07 3.24112e-09 -0 -1.3745e-08 -3.15139e-09 -1.05936e-08 -0 0 -2.89221 
8.001 -3.85788e-09 -5.05985e-07 -7.37983e-09 -1.37491e-08 -2.68843 -2.54405e-10 -0.104271 0.123375 0.00552085 -0.0584858 -0.169853 0 -0 1.51546e-06 -5.32622e-06 9.49109e-07 3.22579e-09 -0 -1.37491e-08 -3.15232e-09 -1.05968e-08 -0.0105175 0 -2.90266 
8.002 -3.85788e-09 -5.05982e-07 -7.37847e-09 -1.37532e-08 -2.68841 -2.54403e-10 -0.104218 0.123375 0.00551892 -0.0584872 -0.169853 0 -0 1.49736e-06 -5.30932e-06 9.38294e-07 3.21055e-09 -0 -1.37532e-08 -3.15324e-09 -1.06e-08 -0.00525874 0 -2.89733 
8.003 -3.85788e-09 -5.05979e-07 -7.37714e-09 -1.37573e-08 -2.68839 -2.54402e-10 -0.104164 0.123375 0.005517 -0.0584887 -0.169853 0 -0 1.47934e-06 -5.2925e-06 9.27531e-07 3.19539e-09 -0 -1.37573e-08 -3.15417e-09 -1.06031e-08 -0 0 -2.89201 
8.004 -3.85788e-09 -5.05976e-07 -7.37582e-09 -1.37614e-08 -2.68837 -2.544e-10 -0.104111 0.123375 0.00551508 -0.0584901 -0.169853 0 -0 1.46141e-06 -5.27575e-06 9.16819e-07 3.18032e-09 -0 -1.37614e-08 -3.15509e-09 -1.06063e-08 -0.00525874 0 -2.8972 
8.005 -3.85787e-09 -5.05973e-07 -7.37452e-09 -1.37654e-08 -2.68835 -2.54399e-10 -0.104059 0.123375 0.00551319 -0.0584915 -0.169853 0 -0 1.44365e-06 -5.25916e-06 9.06211e-07 3.16538e-09 -0 -1.37654e-08 -3.156e-09 -1.06094e-08 -0.00525874 -100 -2.89713 
8.006 -3.85787e-09 -5.05919e-07 -7.373e-09 -1.37692e-08 -2.68802 -2.54372e-10 -0.104006 0.123375 0.00551129 -0.058493 -0.169853 0 -0 1.42588e-06 -5.24256e-06 8.95599e-07 3.15056e-09 -0 -1.37692e-08 -3.15664e-09 -1.06126e-08 -0 0 -2.89149 
8.007 -3.85787e-09 -5.05916e-07 -7.37174e-09 -1.37732e-08 -2.688 -2.5437e-10 -0.103954 0.123375 0.00550941 -0.0584944 -0.169853 0 -0 1.40821e-06 -5.22604e-06 8.85043e-07 3.13571e-09 -0 -1.37732e-08 -3.15755e-09 -1.06157e-08 -0.0157762 0 -2.9072 
8.008 -3.85787e-09 -5.05913e-07 -7.37049e-09 -1.37772e-08 -2.68798 -2.54369e-10 -0.103902 0.123375 0.00550753 -0.0584958 -0.169853 0 -0 1.39062e-06 -5.20959e-06 8.74537e-07 3.12096e-09 -0 -1.37772e-08 -3.15846e-09 -1.06188e-08 -0 0 -2.89135 
8.009 -3.85787e-09 -5.0591e-07 -7.36927e-09 -1.37813e-08 -2.68797 -2.54367e-10 -0.10385 0.123375 0.00550566 -0.0584972 -0.169853 0 -0 1.37311e-06 -5.19322e-06 8.64082e-07 3.10631e-09 -0 -1.37813e-08 -3.15937e-09 -1.06219e-08 -0.00525874 0 -2.89654 
8.01 -1.68345e-09 7.75641e-06 3.10584e-08 1.28618e-07 0.136082 0.0555004 0.177737 0.284423 0.00550381 -0.0331414 -0.0698527 0 -0 1.35578e-06 -5.177e-06 8.53727e-07 3.09176e-09 0 1.28618e-07 1.3119e-07 -2.57262e-09 -0 0 0.55626 
8.011 -2.35808 0.000420289 7.27342e-07 1.42692 0.136082 0.0555004 0.17782 0.284525 0.00553671 -0.0331167 -0.0698398 -0.622617 1.91512e-05 1.65158e-06 -2.9658e-06 8.63361e-07 8.26418e-06 0.340411 1.08651 1.10824 -0.0217316 0.0216716 0 -0.975177 
8.012 -0.00335232 0.00237683 2.56181e-06 3.61568 0.136082 0.0555004 0.177104 0.284524 0.00564327 -0.0330373 -0.06984 -3.28929 0.000101176 2.60671e-06 3.85537e-06 1.21425e-06 7.82057e-05 1.90079 1.71489 1.74919 -0.0343001 0.0433432 0 0.924739 
8.013 -7.57806e-05 0.00504409 5.13116e-06 4.87661 0.136082 0.0555004 0.175654 0.284522 0.00585689 -0.0328817 -0.0698402 -3.58284 0.000110206 4.50472e-06 1.73545e-05 3.17871e-06 0.000143736 3.24457 1.63204 1.66468 -0.032643 0.216716 0 2.07035 
8.014 -4.8721e-05 0.00834114 9.03955e-06 5.48645 0.136083 0.0555003 0.173252 0.28452 0.006203 -0.0326384 -0.0698404 -4.03185 0.000124017 7.53453e-06 3.91489e-05 8.41017e-06 0.000222078 4.03968 1.44678 1.47572 -0.0289376 0.13003 0 2.14601 
8.015 -3.60031e-05 0.0113082 1.36848e-05 5.49805 0.136083 0.0555003 0.170409 0.284518 0.00660021 -0.0323712 -0.0698406 -3.64344 0.000112069 1.09489e-05 6.419e-05 1.63834e-05 0.000289247 4.21776 1.28029 1.3059 -0.0256077 0.195044 0 2.61184 
8.016 -2.69871e-05 0.0138518 1.89919e-05 5.23066 0.136084 0.0555003 0.167107 0.284517 0.00704541 -0.0320851 -0.0698408 -3.82824 0.000117754 1.47049e-05 9.25526e-05 2.71687e-05 0.000365928 4.09253 1.13813 1.16089 -0.0227644 0.195044 0 2.15963 
8.017 -2.02288e-05 0.0160717 2.51478e-05 4.84015 0.136084 0.0555002 0.163222 0.284515 0.00754806 -0.0317768 -0.069841 -3.942 0.000121253 1.88662e-05 0.000125078 4.11459e-05 0.00043261 3.82845 1.0117 1.03194 -0.0202357 0.281731 0 1.74121 
8.018 -1.45273e-05 0.0182416 3.32565e-05 4.3461 0.136085 0.0555002 0.158163 0.284513 0.00817055 -0.0314132 -0.0698413 -3.47204 0.000106797 2.39188e-05 0.000166085 5.98482e-05 0.000506231 3.46224 0.883861 0.90154 -0.0176787 0.368417 0 1.80192 
8.019 -1.07531e-05 0.0199086 4.15781e-05 3.90486 0.136085 0.0555002 0.153503 0.284512 0.00871424 -0.0311097 -0.0698415 -3.28775 0.000101129 2.82585e-05 0.000201841 7.77061e-05 0.000547441 3.12294 0.781917 0.797556 -0.0156397 0.444268 0 1.61868 
8.02 -7.87422e-06 0.0213859 5.11455e-05 3.47805 0.136085 0.0555001 0.148474 0.28451 0.00927147 -0.03081 -0.0698417 -3.58903 0.000110396 3.26466e-05 0.000238668 9.65882e-05 0.000599735 2.78918 0.688865 0.702644 -0.0137785 0.487611 0 0.931252 
8.021 -5.72273e-06 0.0226903 6.19354e-05 3.08088 0.136086 0.0555001 0.142824 0.284508 0.00986366 -0.0305022 -0.0698419 -3.39854 0.000104536 3.72497e-05 0.000278713 0.000116889 0.000672004 2.47569 0.605196 0.617301 -0.012105 0.46594 0 0.699469 
8.022 -4.19045e-06 0.0238062 7.34298e-05 2.73318 0.136086 0.0555001 0.136727 0.284506 0.0104659 -0.0301986 -0.0698421 -3.627 0.000111564 4.18763e-05 0.000320676 0.000138339 0.00073962 2.19971 0.533477 0.544147 -0.0106705 0.54179 0 0.195095 
8.023 -3.13564e-06 0.0247364 8.49678e-05 2.44356 0.136086 0.0555001 0.130893 0.284505 0.0110095 -0.0299316 -0.0698423 -3.3119 0.000101872 4.60194e-05 0.000358678 0.000157548 0.000761739 1.96902 0.474545 0.484037 -0.00949181 0.476775 0 0.151472 
8.024 -2.32791e-06 0.0256085 9.76576e-05 2.17742 0.136086 0.0555001 0.125625 0.284503 0.0114749 -0.0297074 -0.0698425 -3.12711 9.61874e-05 4.95683e-05 0.000388498 0.000174899 0.00075091 1.75649 0.420929 0.429348 -0.00841939 0.552626 0 0.142283 
8.025 -1.70995e-06 0.0264431 0.000111688 1.93214 0.136087 0.0555001 0.12046 0.284502 0.0119097 -0.0295011 -0.0698427 -2.36095 7.26212e-05 5.2887e-05 0.000414519 0.00019146 0.000757119 1.56021 0.37193 0.379369 -0.00743933 0.639313 0 0.746161 
8.026 -1.2468e-06 0.0272423 0.000126981 1.70968 0.136087 0.0555 0.11533 0.2845 0.0123216 -0.0293079 -0.0698429 -2.58729 7.9583e-05 5.6038e-05 0.000437624 0.000207292 0.000782045 1.38185 0.327828 0.334385 -0.00655721 0.552626 0 0.206972 
8.027 -9.06801e-07 0.0280049 0.000143336 1.51154 0.136087 0.0555 0.110152 0.284499 0.0127189 -0.0291235 -0.0698431 -2.9421 9.04966e-05 5.9081e-05 0.000458971 0.000222031 0.000804733 1.22272 0.288829 0.294606 -0.00577717 0.704327 0 -0.198087 
8.028 -6.72762e-07 0.0286898 0.000159518 1.34693 0.136087 0.0555 0.10547 0.284497 0.013063 -0.028965 -0.0698433 -2.73464 8.41153e-05 6.17303e-05 0.000475663 0.000234411 0.000799425 1.09028 0.256643 0.261776 -0.00513337 0.639313 0 -0.223741 
